,reviewerID,asin,overall
37950,AG9GQREL3U4PW,B003V57Q5I,5.0
37951,A1JLBNDDAJB4OP,B0006GZCVK,5.0
37952,A1HVR12V7N8QUG,B002HZAZEM,4.0
37953,A1JLBNDDAJB4OP,B0013JSK7M,5.0
37954,A20MBCP1B96YBW,B004LXHFH8,5.0
37955,AD0MXX31167SJ,B000RRKCVS,4.0
37956,A255KXOCVKBLJM,B001DJDP7C,5.0
37957,A37ZFC97MT9M9M,B006OHM542,5.0
37958,APBU7DR5HSABV,B000RHK3IU,5.0
37959,A12VPAGE4NL1YP,B007TLJP2W,5.0
37960,A3EX36SNRYD5VL,B005HO0A1I,5.0
37961,A1NQQXXUGYFLRT,B003S516XO,4.0
37962,A3EYVAJIG5S8WU,B00A8ODE7Y,5.0
37963,A3LTE0YG1G7YIB,B005TKZS76,3.0
37964,A255KXOCVKBLJM,B003P7VX24,5.0
37966,AIAIA2L0HC35S,B001G7PU4M,3.0
37967,A2LNJSV3SHLEFA,B000SRVRAM,5.0
37968,A3TE1WI3KYQU5X,B000N2DBZ6,5.0
37969,A3P9FKB7V471EF,B0091BSDV2,4.0
37970,A12VPAGE4NL1YP,B00468KRH8,5.0
37971,A1OM5N46DIFS2S,B008U5JB3Y,3.0
37972,A3JDWL88OTSHLI,B001SG7DRS,5.0
37973,A1JDXWQ82RVSYC,B000MGOZ30,5.0
37974,A2KXC9ICIICYNS,B00912CL5K,5.0
37975,A2FNPYE0QBA58Y,B0007CXYAE,2.0
37976,A336JYV7JGJATR,B0063I3R9O,5.0
37977,AKT6XM733F970,B000RGZK02,5.0
37978,A2WQ8VPD4HY3M3,B003176BES,5.0
37979,A1ZPRJWAVMCBVC,B005HO0A1S,5.0
37980,A3H2ALRGIQF907,B003IXP6P0,5.0
37981,A3HTC5GXHTRDPV,B00BNTTD8C,4.0
37982,AXVKMYWNIHK7W,B009G0E90M,4.0
37983,AXVGGNHWGT1I6,B003VMU63K,5.0
37984,A12VPAGE4NL1YP,B0062MAAAK,5.0
37985,A2E7RX6AFUDQEX,B00GNA9WG4,5.0
37986,A1S9NOLZ0ZW6NY,B003I6O5RC,3.0
37987,A17IBYDGBOKWGY,B007RT19V6,5.0
37988,A25TNBMJ4ZO7RD,B00BB8ZHIU,4.0
37989,A1L814Z9Z21W2Y,B000N2DBZ6,5.0
37990,A1OK094HWAD2AG,B004N8H2H4,5.0
37991,A106E1N0ZQ4D9W,B004GC54NQ,3.0
37992,A3QNTCW231XY7K,B00A51LI1O,1.0
37993,A3JDWL88OTSHLI,B0046BTAI2,5.0
37994,A1S9NOLZ0ZW6NY,B00B4YY1GU,2.0
37995,A11RWZH7LLY287,B0063JFZRK,5.0
37997,A2AHUQ7QASUV75,B0019KK37U,2.0
37998,AG37KF8192FNQ,B006RFZ66K,5.0
37999,A393G014Z2MQMT,B001AFFBCG,5.0
38000,A336JYV7JGJATR,B00502NMTE,4.0
38001,A2MLGQDLMI7MRS,B005OZGDO8,5.0
38002,A3HTC5GXHTRDPV,B008GRDTPW,3.0
38003,A1P77JG6PMRRPK,B00GTC03AU,5.0
38004,A279SONNW9E8GD,B003FTXLZY,5.0
38005,A3GETL6Y7B2X4E,B000US2564,4.0
38006,A3SG9RXUJB101V,B0036OJEFO,5.0
38007,A3LTE0YG1G7YIB,B008CT04I4,4.0
38008,A3JDWL88OTSHLI,B000RQ1DAI,5.0
38009,A28Y8VB5YQGEPJ,B000UQDR5E,2.0
38010,A2Z9JWEHNNI6PO,B007CDSFKU,4.0
38011,A3PT8IKBQXWT80,B000F4DLBG,1.0
38012,A22XGVAAD5WCNS,B0009OAIB8,2.0
38013,A1PB4HWA042JG3,B00005V5OW,1.0
38014,AD0MXX31167SJ,B009WLXAOQ,5.0
38015,A3QE9YIIWWDIY3,B009ZB1GUS,3.0
38016,A1L814Z9Z21W2Y,B001ET7BQC,5.0
38017,A3NKXXXZCM6LGO,B005EII0QO,5.0
38018,A1WEEMYSLLO5MY,B008VKEA9I,5.0
38019,A3RWZZ5ZDSCFAD,B0065DLADM,4.0
38020,A3R94L1YW7XUQ3,B0018QHW92,5.0
38021,A3JDWL88OTSHLI,B004HSO124,5.0
38022,A3H598HBP9T2N1,B003H8180I,4.0
38023,A1L814Z9Z21W2Y,B002L5WFT6,5.0
38024,A24BSKCWXC4M6D,B005H8PTR4,5.0
38025,A1GA1BT5LW5NGH,B0018BTCZO,5.0
38026,A2Z9JWEHNNI6PO,B000JKIE4A,4.0
38027,A1JLBNDDAJB4OP,B005HIH7YM,5.0
38028,AF4BCOVAA3NC7,B004KPYWM8,4.0
38030,A2LVZ9EWFODEPW,B009T47YZ2,5.0
38031,A13K940O9R7HSK,B008VSY4LO,5.0
38032,A1HVR12V7N8QUG,B0000Y8H3S,5.0
38033,AG37KF8192FNQ,B000VRRE2O,2.0
38034,A1QRVTK4Q9ARS6,B000ALDK1A,5.0
38035,A36BHVA80D0OHU,B0018DAUKI,4.0
38036,AY5EHCWHVQKNF,B000PHRIQM,4.0
38037,AIAIA2L0HC35S,B00AE07IEM,5.0
38038,AMJRL1ZIHZ6LL,B008B4TIPA,3.0
38039,A1SJHMTUJOG8H9,B00E68O4JU,5.0
38040,A7Q4VW770F36L,B009IROLBU,5.0
38041,AODEK4C3H9EPF,B001EWF2SI,5.0
38042,A20MBCP1B96YBW,B003V21WO2,5.0
38043,A2ZXDE5XN4HW5O,B00157RZ14,4.0
38044,A3SG9RXUJB101V,B00157RZ14,5.0
38045,A2DYY6ZLCLRQHW,B00A363EPO,5.0
38046,A1WEEMYSLLO5MY,B00DG7YJQA,5.0
38047,A3UR5FRLA1LINI,B000052YOR,5.0
38048,A1TDRGWWY026UT,B009U9990E,5.0
38049,A33BTI09HZ6326,B002LZYVWA,2.0
38050,A1VSTIE4LDB43M,B00E56I6M4,5.0
38051,A298XK9GQO0TYN,B005X2F7KI,5.0
38052,A20MBCP1B96YBW,B0030O3VRW,5.0
38053,A1NQQXXUGYFLRT,B006I3361S,5.0
38054,A1JLBNDDAJB4OP,B0013JTQHK,5.0
38055,A2SG5RI4UCH3E8,B0084PXVX6,5.0
38056,A2CQ2X9H9HY6W0,B0047AKVW6,5.0
38057,AUOFDVOZV0JKA,B00DPV1RSA,5.0
38058,A1DFL66IDY0Z2Z,B00G7U29KQ,5.0
38059,A2CQ2X9H9HY6W0,B000VQEQXA,2.0
38060,ABWDNZW06BSN5,B000C1W2DK,5.0
38062,ALF8VV929IDSD,B00CNWY1YY,5.0
38063,A1C2DZWK42ZNBO,B00028OSI0,5.0
38064,A2LNJSV3SHLEFA,B0021CAB0Y,5.0
38065,A2TRO9OD7QWO0T,B002MZ8BK2,5.0
38066,A2H8KHYX2CSKSS,B0074OLDLK,5.0
38067,A8GKXXIFTP91V,B004INUWX0,2.0
38068,A2KJPZZR9H9AWA,B002C89J96,5.0
38069,A7A6M7L91T9AP,B0084HCIHY,4.0
38070,A2V92F5R7MLCVI,B00GNA9WG4,4.0
38071,A2L5CN7UJA9SSO,B000R46I1O,5.0
38072,AEASNN4Z1IWB2,B0033AYPXC,1.0
38073,A3U7DU5LCD7O1B,B0000Y3FQC,5.0
38074,A2A1CFL4A83Q20,B00AVP37G8,5.0
38075,AIAIA2L0HC35S,B001ARQWW2,5.0
38076,A13K940O9R7HSK,B00AN506NI,1.0
38077,A1SPVKBQ6UGJPL,B000CPIMNA,5.0
38078,A3VTF5HLO167VD,B006QO4BRM,5.0
38079,ABWDNZW06BSN5,B000VOPI4S,5.0
38080,AKZUEGC4SCS5G,B007L6UPN8,4.0
38081,A12VPAGE4NL1YP,B0081SGUC0,5.0
38082,AD0MXX31167SJ,B008U1Q4DI,5.0
38083,A12VPAGE4NL1YP,B004NMVP82,5.0
38084,AD0MXX31167SJ,B001BALMCS,5.0
38085,ANQLTM5U0ITW2,B00DQG0PJQ,4.0
38086,A3BV9FJDGYAUNL,B006QO4BRM,5.0
38087,A1L8GGJWWQSW4W,B000C1W032,5.0
38088,AD0MXX31167SJ,B008GOR6O0,5.0
38089,A279SONNW9E8GD,B0013718S2,5.0
38090,A1S9NOLZ0ZW6NY,B004DIXYWG,2.0
38091,AXVGGNHWGT1I6,B0081SGUC0,4.0
38092,AECNDVO223DQ5,B005TKZS76,5.0
38093,A3SG9RXUJB101V,B001DXOWA2,5.0
38094,A3TYR1ALBZ2EU9,B00F0QVKEE,4.0
38095,A3NKXXXZCM6LGO,B001LF4BDK,3.0
38096,A1NQQXXUGYFLRT,B0007W1R58,5.0
38097,A36BHVA80D0OHU,B000HGIQRG,5.0
38098,A2NGG02A6CH4LK,B000Q37M5M,3.0
38099,ALWG3SEU5H8HV,B001FB5IDW,5.0
38100,AIAIA2L0HC35S,B007OT1R7K,5.0
38101,AIAIA2L0HC35S,B00CYA5E14,3.0
38102,AODEK4C3H9EPF,B002D48QNO,3.0
38103,AJB0B4DIL1292,B000EBAHHG,5.0
38104,A2QP136UNGUCA6,B00AELX08E,1.0
38105,A32SAB57ZA0JKE,B0012DKB1W,5.0
38106,A3VY83SH0KX5JS,B00778LPAW,5.0
38107,ABWDNZW06BSN5,B001CT0AGC,5.0
38108,A1W9AEHMW5TOET,B003H8180I,3.0
38109,AJB0B4DIL1292,B001E5D0L6,5.0
38110,A2A1CFL4A83Q20,B004B0U57S,5.0
38111,A1OM5N46DIFS2S,B000IOFQWK,5.0
38112,A1TS45JWJVOSSW,B0043494XS,4.0
38113,A2FEM4XI55SY0W,B00GNA9WG4,3.0
38114,A3BV9FJDGYAUNL,B006HKR6OK,3.0
38115,AJJUR5FPAF2RG,B0068QD89U,3.0
38116,A3PT8IKBQXWT80,B008WG7X8Q,5.0
38117,A35A6QK6OBSHT3,B000AADG8I,5.0
38118,A1SPVKBQ6UGJPL,B006Z8B5HS,5.0
38119,A3QNTCW231XY7K,B003V265QW,1.0
38120,AJJUR5FPAF2RG,B000IIHDT0,3.0
38121,AECNDVO223DQ5,B00766SGE8,5.0
38122,A3JDWL88OTSHLI,B001KYRRSI,3.0
38123,A24D3WAE2W0PNG,B00014D1OW,2.0
38124,A3HTC5GXHTRDPV,B00AZBUAP4,4.0
38125,AXVGGNHWGT1I6,B007V5CMJE,5.0
38126,A3VTF5HLO167VD,B009HULDYG,1.0
38127,AY5EHCWHVQKNF,B004WPGXMI,5.0
38128,A4MTS65UL9UQA,B000FRWNL2,2.0
38129,A1S9NOLZ0ZW6NY,B002QI1E9K,3.0
38130,A3QE9YIIWWDIY3,B00021DG80,5.0
38131,AIAIA2L0HC35S,B002QA3130,4.0
38132,AKT6XM733F970,B001U85CO0,3.0
38133,A3JDWL88OTSHLI,B00BMS56QM,5.0
38134,AIAIA2L0HC35S,B005AYJ6EW,1.0
38135,A3TE1WI3KYQU5X,B001CTQMIC,5.0
38136,A1EJU5Z9CA1HE2,B0046MMCFY,3.0
38137,A38OHX0TEHQYZ2,B001JKTTVQ,3.0
38138,A34V33RIYZJXN5,B000CC08VC,5.0
38139,A3BV9FJDGYAUNL,B006FRS9O6,4.0
38140,AKT6XM733F970,B004IC8WS8,5.0
38141,A279SONNW9E8GD,B004IBBQ28,2.0
38142,ALWG3SEU5H8HV,B00008J2XQ,5.0
38143,A1MZL91Z44RN06,B00G0K6ZQC,3.0
38144,A2UKE7GIVC7XFW,B00GTBZOVE,5.0
38145,A32T2H8150OJLU,B00GTBZOVE,5.0
38146,A2EOX5XAVNXE2O,B00GNA9KKM,5.0
38147,AIAIA2L0HC35S,B00BG4MI3Q,3.0
38148,A36BHVA80D0OHU,B005F4BH8A,5.0
38149,ALF8VV929IDSD,B00G4SDPHC,5.0
38150,A1CJZ8CGR8LSNO,B00121UVU0,5.0
38151,A3QE9YIIWWDIY3,B00DI7HW2Q,1.0
38152,AB24LMHHPLUEG,B004AJ1MN6,4.0
38153,A32SAB57ZA0JKE,B000OFNDOQ,2.0
38154,AKT6XM733F970,B001V3TVEQ,4.0
38155,A2N9HICW4ZRTTU,B005F4EACU,5.0
38156,A20MBCP1B96YBW,B00ABBC7XQ,5.0
38157,A2FNPYE0QBA58Y,B008JVZMDM,4.0
38158,APYKGTU0LFICH,B004X8K0UK,5.0
38159,A1C2DZWK42ZNBO,B001330XFA,4.0
38160,A3B4ULGN0WLRO5,B00BT9TWCI,4.0
38161,A3R94L1YW7XUQ3,B001KYQ05O,5.0
38162,A3UR5FRLA1LINI,B000052YQ2,5.0
38163,A15IVV2ZOLH7LT,B00178TVXG,5.0
38164,A2FNPYE0QBA58Y,B003FKUW3M,5.0
38165,A3B4ULGN0WLRO5,B007AS62J8,3.0
38166,A1L814Z9Z21W2Y,B003ZBL820,5.0
38167,A1TMULSI9PW5QE,B0083QNBCM,5.0
38168,A2TRO9OD7QWO0T,B004DK0UDA,5.0
38169,A1L814Z9Z21W2Y,B000OP3DIM,5.0
38170,A176MY89Y44PWX,B000142FVW,5.0
38171,AHSQ9KZ11HX4S,B008DF6XB4,5.0
38172,AM4PGEYX2MVQC,B004ULUVU4,5.0
38173,A9N43A4VL9OET,B000XJ0PG2,4.0
38174,A11U4AI9V0J4R9,B000NP7K1E,2.0
38175,A255KXOCVKBLJM,B0043OYFKU,5.0
38176,AIAIA2L0HC35S,B0089GBCEK,3.0
38177,A2XH6KI5ZLRLPS,B00GNA9WG4,5.0
38178,AIAIA2L0HC35S,B000F65JSC,1.0
38179,A3TYR1ALBZ2EU9,B00A76CPUA,5.0
38180,A7Q4VW770F36L,B001ICSQAU,5.0
38181,A3EYVAJIG5S8WU,B006LUC52E,5.0
38182,A2F4XGJAQEXDPB,B002GP5XD6,5.0
38183,A1HVR12V7N8QUG,B004016SXI,5.0
38184,A7A6M7L91T9AP,B002MJG5T2,3.0
38185,AIAIA2L0HC35S,B00CYA5E1O,3.0
38186,A2WQ8VPD4HY3M3,B002GCKVJA,2.0
38187,A3UR5FRLA1LINI,B003XFBLVQ,5.0
38188,A1VSTIE4LDB43M,B002HK2H1G,5.0
38189,AIAIA2L0HC35S,B0020HEBX8,5.0
38190,A2ZLO4HEDWF96X,B005UBN5AQ,5.0
38191,A8GKXXIFTP91V,B003ZS1O7W,5.0
38192,A1CNLU84K5ZIOZ,B004D8JQ4G,5.0
38193,A3KQHBGTTSWTZ6,B008LY3R66,3.0
38194,A1EJU5Z9CA1HE2,B0006IJA5C,5.0
38195,A3S055D4WYRDF5,B000AAAWAI,1.0
38196,A2COSUY2LJOD8L,B003E84PQU,2.0
38197,A2WQ8VPD4HY3M3,B000JWM7FA,4.0
38198,A2TRO9OD7QWO0T,B00910ZHJE,5.0
38199,AXVGGNHWGT1I6,B003VMVBVG,1.0
38200,A12VPAGE4NL1YP,B003VMUIGK,4.0
38201,A36BHVA80D0OHU,B0042L0CUQ,5.0
38202,A3GWXNVQI4SGNB,B00E96XELS,5.0
38203,A1HVR12V7N8QUG,B0012BNVE8,2.0
38204,A3RA6R9VKVXKIA,B00120U5D4,4.0
38205,A12VPAGE4NL1YP,B0045JAPYI,5.0
38206,A2CQ2X9H9HY6W0,B003MJ7Z0O,5.0
38207,A2CQ2X9H9HY6W0,B0011DHA3A,2.0
38208,AIAIA2L0HC35S,B0035RE2TA,1.0
38209,A3LTE0YG1G7YIB,B001REJFSG,5.0
38210,AIAIA2L0HC35S,B00006JT6O,2.0
38211,AECNDVO223DQ5,B005GMY86O,5.0
38212,A2DYY6ZLCLRQHW,B00DBNDS8Y,5.0
38213,A2DYY6ZLCLRQHW,B0069SC0OQ,5.0
38214,A8GKXXIFTP91V,B001330XFA,5.0
38215,A2XT2T856TG56A,B00DHG3KRY,5.0
38216,A3VTF5HLO167VD,B0017BGQR2,5.0
38217,A3FDC9X82X5CWY,B007PAD71M,5.0
38218,A12VPAGE4NL1YP,B003VMW2B4,5.0
38219,A2LUE9RE3R2J1W,B006X1KROY,1.0
38220,A1S9NOLZ0ZW6NY,B001V3TVEQ,2.0
38221,AIIR8E34EDKCQ,B002D48R5G,5.0
38222,A3B9T1GXSEVIWM,B00390DN34,4.0
38223,A3UR5FRLA1LINI,B00AQ8JY3U,5.0
38224,A255KXOCVKBLJM,B005I0JWEM,5.0
38225,A1RECBDKHVOJMW,B000GCKCDW,5.0
38226,AYF242R6GQMUP,B00E4XRM6E,3.0
38227,A1JLBNDDAJB4OP,B00150LT40,5.0
38228,A3P9FKB7V471EF,B000H88QOM,2.0
38229,AOPZR9IDU2JV8,B000VNIZGM,5.0
38230,AK4BDCKD4ES0I,B000YJ2SLG,1.0
38231,A2FNPYE0QBA58Y,B00C67E0R4,5.0
38232,A3QNTCW231XY7K,B003S516XO,1.0
38233,AMJRL1ZIHZ6LL,B000QM4PXK,5.0
38234,A11F5KW6QXHL8L,B00FF5B31U,2.0
38235,A2GJX2KCUSR0EI,B008XCNJ0K,5.0
38236,A1JLBNDDAJB4OP,B000V8MTIC,5.0
38237,A2FNPYE0QBA58Y,B0094GHGQM,3.0
38238,A2CQ2X9H9HY6W0,B002LC9OES,4.0
38239,A3KDO3XV0MK1GX,B000KIRSAW,3.0
38240,AJJUR5FPAF2RG,B000OD5V8E,3.0
38241,A2H8KHYX2CSKSS,B002YHRXI4,5.0
38242,A2WE24HCTKKM4X,B003CW9VCG,3.0
38243,AKT6XM733F970,B004GV8H7C,5.0
38244,A3B9T1GXSEVIWM,B0062PIHZW,3.0
38245,A12VPAGE4NL1YP,B006EPV4T6,5.0
38246,A2GFXRRTMS3DT6,B006X1LOQO,1.0
38247,A12VPAGE4NL1YP,B003VMZHKM,5.0
38248,AKZUEGC4SCS5G,B005BQ88F2,3.0
38249,A2ZLO4HEDWF96X,B005OZGDO8,5.0
38250,A1WKEAS58297E5,B005FKAQ7M,5.0
38251,A1NQQXXUGYFLRT,B00ALB397Y,5.0
38252,A13K940O9R7HSK,B002XHA5A8,5.0
38253,A30GJIK2E06C9E,B004R3TBEC,2.0
38254,A1OM5N46DIFS2S,B001BALMCS,2.0
38255,A3TUHKA1APCBZ4,B00A76CPUA,1.0
38256,A2CQ2X9H9HY6W0,B001G7PWD6,5.0
38257,AIAIA2L0HC35S,B004JLGC12,4.0
38258,APYKGTU0LFICH,B001ECQ5CA,5.0
38259,A2WQ8VPD4HY3M3,B0041QVYS6,2.0
38260,A2TRO9OD7QWO0T,B0080GV0Z0,5.0
38261,A15IVV2ZOLH7LT,B0018BTA2Y,5.0
38262,A22OWLY1J6XEH8,B000UVZU1S,4.0
38263,A28Y8VB5YQGEPJ,B001R2IGEC,2.0
38264,A2V5R832QCSOMX,B0006SFXXK,5.0
38265,A3RA6R9VKVXKIA,B004WG4CQ6,5.0
38266,A2CQ2X9H9HY6W0,B005EVOLI2,5.0
38267,AECNDVO223DQ5,B004675EI6,4.0
38268,AOPZR9IDU2JV8,B000URYTOQ,5.0
38269,AG37KF8192FNQ,B0051E3426,2.0
38270,A255KXOCVKBLJM,B0009OAGZ6,3.0
38271,A12VPAGE4NL1YP,B00CNXKLA6,5.0
38272,A3UR5FRLA1LINI,B004D24818,1.0
38273,A3CNFJ3V7817VE,B00538TSMU,3.0
38274,A3PQ8KCENIDZ7P,B0034BUQ42,3.0
38275,A8GKXXIFTP91V,B0039OVDJ6,5.0
38276,ALWG3SEU5H8HV,B001FB5NTG,5.0
38277,A1C2DZWK42ZNBO,B00006IV2F,2.0
38278,A2A1CFL4A83Q20,B004N2EYY4,5.0
38279,A3H2ALRGIQF907,B004DIUWAI,5.0
38280,A3TUHKA1APCBZ4,B00A20OQYE,4.0
38281,A22I55P15NSAOX,B00EAJQOZC,1.0
38282,A2JNO9OR8FGNR4,B001UHN0I6,4.0
38283,AJJUR5FPAF2RG,B0031NLHXC,4.0
38284,A3JDWL88OTSHLI,B008RIJVTI,5.0
38285,A2UAOALIRDE6JH,B00176B9JC,2.0
38286,AMJRL1ZIHZ6LL,B006O8DKJK,5.0
38287,A2MLGQDLMI7MRS,B005V1A05S,4.0
38288,AKT6XM733F970,B003JFBXMM,5.0
38289,A3TE1WI3KYQU5X,B000HGIQRG,5.0
38290,A2EOX5XAVNXE2O,B00GTBZN4C,4.0
38291,A1PZ5P40NMKX0D,B004GWQIH2,5.0
38292,A3JDWL88OTSHLI,B002XHA5A8,5.0
38293,A3RRNV5GDJ4SLW,B000VSYD4K,3.0
38294,A1S9NOLZ0ZW6NY,B0030HKJ8I,2.0
38295,A32SAB57ZA0JKE,B00006IV2F,4.0
38296,A1UINGIK3UG77D,B00GTC03AU,4.0
38297,A12VPAGE4NL1YP,B004J6WCBQ,5.0
38298,A3TLXSBOZ3R09V,B001DO9VE8,5.0
38299,A2MLGQDLMI7MRS,B005OZJYUS,4.0
38300,A84SIUM0F6E8H,B006L1DNWY,1.0
38301,A156P4FPL8OGXB,B00GTBZHUW,5.0
38302,A15SGFFV68SQ98,B00GHNOQ54,4.0
38303,A3BV9FJDGYAUNL,B009JVVRK8,5.0
38304,A2WQ8VPD4HY3M3,B00132ZG3U,5.0
38305,AZPHYNPEZDMIO,B008VE6PJC,5.0
38306,AECNDVO223DQ5,B00766SH60,5.0
38307,A2CQ2X9H9HY6W0,B0036B3C0A,4.0
38308,A2D0M86MMZREM,B0056GDG90,5.0
38309,A1NJPOO5OKCG1R,B009RNUH7M,2.0
38311,A2IVN0NCHQEZZN,B0039UT9QE,5.0
38312,A1BZVJF5WSQMEQ,B0081E6X3U,3.0
38313,A2AVOVUTRTABTX,B006IBM21K,5.0
38315,ACZ94JB8BFMJ9,B005Z6K2T8,5.0
38316,A36OFDASTEW6EV,B000ASDGK8,5.0
38317,A3L962Y0A8BFQY,B0013LN56G,4.0
38318,A3CAEO7YMAO1LT,B009HBQT1W,3.0
38319,A2PATWWZAXHQYA,B00543733U,5.0
38320,AZ34737QMSG8Q,B008MP481M,3.0
38321,A27YUEXP5A9C7A,B002RJUMRS,4.0
38322,AP5WTCMP6DTRV,B00005REAQ,3.0
38323,A24TNI2AF5VS3L,B0043OYFKU,5.0
38324,A348Y917EDH7F7,B008X20V6A,5.0
38325,A914TQVHI872U,B0015G9EGY,5.0
38326,A3SXKZ1Y3SGW3Q,B004ZGAOCE,3.0
38327,A3L962Y0A8BFQY,B000TG850M,1.0
38328,A2U8QA856AC193,B00008ZPG9,5.0
38329,A35MYSEMH47M3V,B0081PBJF6,5.0
38330,A3JZ53RJGYFKA2,B001E76FFW,3.0
38331,A35MYSEMH47M3V,B003ODETES,5.0
38332,A1P5UMW4Q2MVE8,B006NMY0MS,3.0
38333,A1BZVJF5WSQMEQ,B006NKJSNQ,5.0
38334,AC59IBYF64KFI,B006L1DNWY,3.0
38335,A1TDGCWY8XE5TD,B005MEPC52,2.0
38336,A3U0YG0SAEGIDN,B00AKYYSCM,4.0
38337,A23819C1OPOP2J,B00A3BWYU0,4.0
38338,A115X7RPG5SW1Q,B001HITLQI,4.0
38340,A115X7RPG5SW1Q,B000URYTOQ,5.0
38341,A3L962Y0A8BFQY,B003Z4QHP0,1.0
38342,ANNU664UFIIEE,B000KQ73J0,5.0
38343,AC59IBYF64KFI,B005IHEBJ6,4.0
38344,A115X7RPG5SW1Q,B0017QT5UM,2.0
38345,A3QYDL5CDNYN66,B000S0CKRS,5.0
38346,A1TMULSI9PW5QE,B003ODETES,5.0
38347,AYZ29ZBL2B8VF,B005MLA1JM,3.0
38348,A18MH0K46Z7GGY,B0002KS5VE,5.0
38349,AJNW2SVETWAW1,B006L6A10G,4.0
38350,A3L962Y0A8BFQY,B009CZR3Y0,1.0
38351,A3MYY7DV4TDL6W,B004NMTMUK,5.0
38352,A115X7RPG5SW1Q,B000URVDKY,5.0
38353,AUSMH9K0B57Y1,B003V265QW,4.0
38354,A37R3P5JFNQG8S,B00G7U29KQ,4.0
38355,A2HZ6G2HQ5FCU5,B004DIXYWG,5.0
38356,A3GU5RXKP37GOQ,B000EEX7TI,5.0
38357,A2D05KQNJTCSV8,B00778LPAW,4.0
38358,A2CQEBRX5NFCU9,B00EU6NK66,5.0
38359,AN6DZODDO41G9,B00AF63QQE,4.0
38360,A3QYP7330EFL5I,B0007W1R58,5.0
38362,A1NKMN1GYP0UAE,B0080MGH5M,3.0
38363,A2GV8R6KRD40AO,B004CASKMO,5.0
38364,AP5WTCMP6DTRV,B002OO16QC,4.0
38365,A1HWF0VV8AWJTQ,B00C67E3GW,5.0
38366,AT25728MZICA5,B001E0VBDK,5.0
38367,A2632G7JZA9SER,B0052D4416,5.0
38368,A1KLB7W1BDTFVW,B00A4OOGSY,5.0
38369,A27YUEXP5A9C7A,B002LZYVWA,5.0
38370,A2HZ6G2HQ5FCU5,B00373DIYM,5.0
38372,A1NKMN1GYP0UAE,B00A9MKPT0,5.0
38373,A1KLB7W1BDTFVW,B004NN0FIW,5.0
38374,A32P1J924BM882,B000HIYE0M,4.0
38375,A2ULPPHJ849217,B003JTA1IU,1.0
38376,A1BZVJF5WSQMEQ,B000143K2A,5.0
38377,A2R9QHYGBI5075,B005HO0A18,5.0
38378,A23819C1OPOP2J,B003TNY0WE,4.0
38379,A186ZAYP2L4CDZ,B00G7U29KQ,4.0
38380,A1KLB7W1BDTFVW,B00H92CA8M,5.0
38381,A25FX5SH169PWQ,B00655DP1K,5.0
38382,AT25728MZICA5,B000TAE0RK,5.0
38383,A35MYSEMH47M3V,B008RS4LO8,5.0
38384,AGE1KK0E2THTN,B000NJHNLW,5.0
38385,AN6WVOQWB6F6W,B009ZQZ1YA,3.0
38386,A2U6VP21H9UVV3,B00AREI6DC,5.0
38387,APVEFBIJPTYWU,B000XFFW64,5.0
38388,ABHHVAZRSP04V,B0092MCO88,3.0
38389,A3RHPBNP2N9RJB,B0046DZQDS,3.0
38390,A2DS00ODE6H4BU,B008FIH4IK,5.0
38392,A36OFDASTEW6EV,B00A6H2DD4,5.0
38393,A2DS00ODE6H4BU,B008RS4LO8,2.0
38394,A1QRRMR2MQCN5,B00BB8ZHIU,5.0
38395,A3JLAQ1DGYZMOL,B005TTY53U,5.0
38396,AP5WTCMP6DTRV,B0014272H2,3.0
38397,A35JFJJWOUNDQT,B000F65JSC,5.0
38398,A2DS00ODE6H4BU,B009HULKLW,5.0
38399,A2D05KQNJTCSV8,B008VE6PJC,3.0
38400,A3QWYUC0FBK5VY,B0085WHBHU,5.0
38401,A2BH3N8UM4MP62,B000PLUZL8,1.0
38402,A3L962Y0A8BFQY,B0006SFXXK,4.0
38403,A2DS00ODE6H4BU,B001G3VA22,5.0
38404,A2D05KQNJTCSV8,B00ABBC7XQ,5.0
38405,A2AVOVUTRTABTX,B000142FVW,4.0
38406,A248YV1PRDUFV0,B003CHBKSY,4.0
38407,A1SR5DRWMFLY1R,B004OHQR1Q,5.0
38408,A2ULPPHJ849217,B000GCQV9G,5.0
38409,ATHSN95MZ70OT,B001DKQ3O8,2.0
38410,A25FX5SH169PWQ,B00669Y8PM,2.0
38411,A2ZRBJ4HBJHMT1,B00GS7OKHS,5.0
38412,A1P5UMW4Q2MVE8,B001GGX0EK,3.0
38413,A1TPW86OHXTXFC,B00AU9P2AO,4.0
38414,A2HZ6G2HQ5FCU5,B0068Y6CA4,5.0
38415,A7WEPZL9UYZML,B001S46QIM,5.0
38416,A23819C1OPOP2J,B007HKOVHO,4.0
38417,A2DS00ODE6H4BU,B008T85MU8,2.0
38418,A19YGJNR0ZQZ7P,B005PZ2PNK,5.0
38419,AJNW2SVETWAW1,B00GYB17XI,4.0
38420,ACZ94JB8BFMJ9,B000YJ2SKM,5.0
38421,ASS0A2ALJ59GO,B001CENUPU,2.0
38422,A7SBXZZZNT8PH,B003UMNO6C,2.0
38423,A36WGHR8TO5DKT,B00881SGYK,1.0
38424,A1FC64K7L68LTA,B006SQKIHU,5.0
38425,A2GV8R6KRD40AO,B009T47YZ2,2.0
38426,A2IVN0NCHQEZZN,B004OV8986,4.0
38427,A2UM324B00HBC8,B00FF5B31U,3.0
