"","asin","avg.rating","brand","categories","price","salesRank","title"
"5937","B003VMZYSC",4.81,"Gelish","[['Beauty', 'Makeup', 'Nails', 'Nail Polish']]",12.25,"{'Beauty': 7279}","Harmony Gelish Uv Soak Off Gel Polish -Water Field (0.5 Oz)"
"5938","B003VN00YY",3.2,"Gelish","[['Beauty', 'Makeup', 'Nails', 'Nail Polish']]",10.99,"{'Beauty': 14553}","Harmony Gelish UV Soak Off Gel Polish Silver Sand"
"5939","B003VN1ING",4,"Gelish","[['Beauty', 'Makeup', 'Nails', 'Nail Polish']]",11.88,"{'Beauty': 3537}","Harmony Gelish UV Soak Off Gel Polish June Brid"
"5940","B003VN9FRW",4,"Bare Escentuals","[['Beauty', 'Makeup', 'Face', 'Powder']]",17.99,"{'Beauty': 11102}","bareMinerals Multi-Tasking Bisque - Summer Bisque"
"5941","B003VPT9WQ",4.5,"Z Palette","[['Beauty', 'Makeup', 'Makeup Palettes']]",12,"{'Beauty': 92609}","Z Palette Small Zebra"
"5942","B003VPTA2U",4.2,"IT Cosmetics","[['Beauty', 'Makeup', 'Eyes', 'Eyebrow Color']]",17.2,"{'Beauty': 9847}","Brow Power Universal Brow Pencil"
"5943","B003VQ8R9Q",2," ","[['Beauty', 'Hair Care', 'Styling Tools', 'Styling Accessories', 'Headbands']]",8.99,"{'Beauty': 80700}","Black hBand stretchy headband"
"5944","B003VRC12O",4.5,"NARS","[['Beauty', 'Makeup', 'Makeup Sets']]",29.99,"{'Beauty': 174803}","Nars Midsummer Dream 3pcs Set"
"5945","B003VSH574",5,"SHANY Cosmetics","[['Beauty', 'Makeup', 'Eyes', 'Eye Shadow']]",11.04,"{'Beauty': 18359}","SHANY 12 Color Palette, Smokey Eyes, 6 Ounce"
"5946","B003VUAOOI",4.43,"Infusium 23","[['Beauty', 'Hair Care', 'Hair & Scalp Treatments']]",9.29,"{'Health & Personal Care': 10147}","Infusium 23 Repair &amp; Renew Leave In Treatment, 16 oz"
"5947","B003VV8C0A",5,"DevaCurl","[['Beauty', 'Hair Care', 'Shampoo & Conditioner Sets']]",51.99,"{'Beauty': 3403}","Deva Care No-poo 32oz + One Condition 32oz Duo"
"5948","B003VWZCMK",3.77,"Fashionwu","[['Beauty', 'Tools & Accessories', 'Makeup Brushes & Tools', 'Eyelash Tools', 'Fake Eyelashes & Adhesives']]",1.89,"{'Beauty': 680}","10 Pair Long Black False Eyelashes Eye Lashes Makeup"
"5949","B003W58FOS",5,"Earth Science","[['Beauty', 'Skin Care', 'Face', 'Creams & Moisturizers']]",10.45,"{'Beauty': 81997}","Earth Science Beta-Ginseng Cellagen Renewal Serum, 1-Ounce Glass Bottle"
"5950","B003W5KDFW",4.5,"Rimmel","[['Beauty', 'Makeup', 'Face', 'Foundation']]",6.03,"{'Beauty': 8076}","Rimmel Lasting Finish 25 Hour Liquid Foundation Ivory, 1 Ounce"
"5951","B003W5YCVI",4.25,"WEN&reg; by Chaz Dean","[['Beauty', 'Hair Care', 'Conditioners']]",32,"{'Beauty': 3718}","WEN&reg; Cucumber Aloe Cleansing Conditioner 16oz"
"5952","B003WG3AQ0",5,"Jessica Simpson","[['Beauty', 'Skin Care', 'Body', 'Moisturizers', 'Lotions']]",11.43,"{'Beauty': 10375}","Fancy Nights By Jessica Simpson Eau De Parfum Spray for Women, 3.40-Fluid Ounce"
"5953","B003WGQAVM",5,"Top Performance","[['Beauty', 'Makeup', 'Nails', 'Nail Polish']]",34.95,"{'Pet Supplies': 15609}","Top Performance Acrylic Nail Polish Display"
"5954","B003WHBIRC",3.8,"Eminence Organic Skin Care","[['Beauty', 'Skin Care', 'Face', 'Oils & Serums']]",31.04,"{'Beauty': 3623}","Eminence Strawberry Rhubarb Hyaluronic Serum, 1 Ounce"
"5955","B003WHF148",5,"Eminence Organic Skin Care","[['Beauty', 'Skin Care', 'Face', 'Cleansers']]",33,"{'Beauty': 2737}","Eminence Strawberry Rhubarb Dermafoliant, 4.2 Ounce"
"5956","B003WLZXSS",4.33," ","[['Beauty', 'Skin Care', 'Face', 'Treatments & Masks', 'Acids & Peels', 'Lactic Acid']]",10.95,"{'Beauty': 132321}","IQ Natural 40% Lactic Acid Peel, Clear Acne &amp; Firm Skin"
"5957","B003WM4DXS",4.29,"World Traveler","[['Beauty', 'Tools & Accessories', 'Bags & Cases', 'Cosmetic Bags']]",10.39,"{'Beauty': 64281}","Pink and Green Polka Dot Cosmetic Makeup Hanging Bag"
"5958","B003WN1ELQ",3.88,"CeraVe","[['Beauty', 'Skin Care', 'Face', 'Creams & Moisturizers', 'Fluids & Lotions', 'Lotions']]",4.99,"{'Beauty': 168}","CeraVe Moisturizing Facial Lotion AM, 3 Ounce"
"5959","B003WNXZZO",3.67,"Shea Terra Organics","[['Beauty', 'Skin Care', 'Face', 'Toners & Astringents']]",16.68,"{'Health & Personal Care': 18592}","Shea Terra Organics Rose Water Ester-C Collagen Regeneration Facial Mist"
"5960","B003WOVZLY",4.33,"Josie Maran","[['Beauty', 'Skin Care', 'Face', 'Creams & Moisturizers']]",17,"{'Beauty': 31586}","Josie Maran Argan Lip Treatment Argan Lip Treatment"
"5961","B003WVR9Y4",4," ","[['Beauty', 'Skin Care', 'Face', 'Cleansers']]",NA,"{'Beauty': 120242}","Neutrogena Rapid Clear On-the-Go Acne Treatment Pen, 0.07  Ounce"
"5962","B003WXJD28",3,"Jan Marini","[['Beauty', 'Skin Care', 'Face', 'Oils & Serums']]",38.38,"{'Beauty': 2541}","Jan Marini Face C-esta Serum 1 Oz"
"5963","B003WYKQQO",3.75,"Skin By Ann Webb","[['Beauty', 'Skin Care', 'Face', 'Cleansers']]",10.89,"{'Beauty': 14422}","Skin By Ann Webb Cleanser, Coconut Water, 4 Fluid Ounce"
"5964","B003X18NPW",3,"Neutrogena","[['Beauty', 'Skin Care', 'Face', 'Treatments & Masks', 'Acids & Peels', 'Salicylic Acid']]",11.13,"{'Beauty': 2240}","Neutrogena Body Clear Body Spray, 4 Ounce"
"5965","B003X3DEI6",3,"Morris","[['Beauty', 'Hair Care', 'Styling Tools', 'Combs']]",4.18," ","Morris Custumes Women's Switch Blade Comb"
"5966","B003X3S26U",3.67,"one &#39;n only","[['Beauty', 'Hair Care', 'Hair & Scalp Treatments']]",8.87,"{'Beauty': 20831}","one 'n only Argan Oil Restorative Mask Derived from Moroccan Argan Trees, 8.5 Ounce"
"5967","B003X4G23O",3.67,"Matrix","[['Beauty', 'Hair Care', 'Conditioners']]",10.45,"{'Beauty': 3100}","Biolage Hydratherapie Conditioning Balm by Matrix for Unisex Balm, 10.1 Ounce"
"5968","B003X4I7HS",5,"PMD Personal Microderm","[['Beauty', 'Skin Care', 'Face']]",12.1,"{'Beauty': 5458}","PMD Personal Microderm Replacement Discs  Medium, Green, 3 Ounce"
"5969","B003X6EU72",4," ","[['Beauty', 'Skin Care', 'Face', 'Creams & Moisturizers']]",21.95,"{'Beauty': 63715}","Arbutin Vitamin C Kojic Acid Skin Lightening Cream 1.7 oz."
"5970","B003X8749Q",4.67,"Sally Hansen","[['Beauty', 'Skin Care', 'Hands & Nails', 'Nail Treatments', 'Growth Formula']]",6.48,"{'Beauty': 49107}","Sally Hansen Treatment Nail Nutrition Green Tea &amp; Olive Leaf Nail Growth-0.45 oz"
"5971","B003X9E236",4.92,"Czech Republic Nail Files","[['Beauty', 'Tools & Accessories', 'Nail Tools', 'Nail Files & Buffers']]",8.99,"{'Beauty': 1444}","3 Crystal Glass Nail Files Manicure Set Purple/Pink - Small, Medium &amp; Pedicure File"
"5972","B003XFBLVQ",4.67,"Pond&#39;s","[['Beauty', 'Skin Care', 'Face', 'Cleansers', 'Cloths & Towelettes']]",4.94,"{'Beauty': 155201}","Pond's Wet Cleansing Towelettes Evening Soothe -- 30 Towelettes"
"5973","B003XFKACM",4.8," ","[['Beauty', 'Hair Care', 'Styling Products', 'Hair Styling Serums']]",NA,"{'Beauty': 70122}","CHI Silk Infusion, 6 Fluid Ounce"
"5974","B003XFKGRG",3.8," ","[['Beauty', 'Hair Care', 'Styling Products', 'Creams, Gels & Lotions']]",13.77,"{'Beauty': 3267}","CHI Straight Guard Smoothing Cream, 8.5 Fluid Ounce"
"5975","B003XGX6ZY",3.5,"Bazaar of India","[['Beauty', 'Hair Care', 'Hair Loss Products', 'Hair Regrowth Treatments']]",24.99,"{'Health & Personal Care': 103318}","Vadik Herbs Bringraj Hair Oil, 8oz"
"5976","B003XHCTEC",4.5,"Sunny Isle","[['Beauty', 'Hair Care', 'Hair & Scalp Treatments']]",12.09,"{'Beauty': 23826}","Sunny Isle castor oil lavender 8oz"
"5977","B003XKQ0T4",4.6,"Touch Me","[['Beauty', 'Bath & Body', 'Bathing Accessories', 'Loofahs, Sponges & Poufs']]",0.01,"{'Health & Personal Care': 10031}","3 pcs/set Touch Me &reg; 5&quot; Natural Loofah Fiber Bath Sponges -- 100% Natural Fiber. (Set of 3)"
"5978","B003XKW8RM",4.73,"ELMA&amp;SANA","[['Beauty', 'Bath & Body', 'Scrubs & Body Treatments', 'Body Scrubs']]",10.51,"{'Beauty': 455}","Elma and Sana 100% Pure Moroccan Rose Water, 4 Ounce"
"5979","B003XKY57S",4.62,"ELMA&amp;SANA","[['Beauty', 'Skin Care', 'Body', 'Moisturizers', 'Oils']]",21.11,"{'Beauty': 4668}","ELMA&amp;SANA&reg; Golden Argan Oil 100% Pure Cold Pressed Virgin Organic Certified By Ecocert -4oz(120ml)"
"5980","B003XLAMVU",5,"Clinique","[['Beauty', 'Skin Care', 'Face', 'Treatments & Masks']]",46.89,"{'Health & Personal Care': 57286}","Clinique NEW Even Better Clinical Dark Spot Corrector 1oz"
"5981","B003XMRDMU",4.8,"Perfect Formula","[['Beauty', 'Makeup', 'Nails', 'Nail Thickening Solution']]",32,"{'Beauty': 30180}","Perfect Formula Pink Gel Coat 0.6 oz"
"5982","B003XOY70Y",5,"Coppola","[['Beauty', 'Hair Care', 'Styling Products', 'Hair Styling Serums']]",19.5,"{'Beauty': 3170}","Keratin Coppola Complex Infusion Keratin Replenisher 1.7 oz"
"5983","B003XQ4K9U",5,"Swisspers","[['Beauty', 'Skin Care', 'Face', 'Cleansers']]",29.99,"{'Health & Personal Care': 6233}","Swisspers Premium Cotton Facial Cleansing Pad, 50-Count (Pack of 6)"
"5984","B003XQ7A38",4.88,"Derma E","[['Beauty', 'Skin Care', 'Face', 'Treatments & Masks', 'Acids & Peels', 'Glycolic Acid']]",5.79,"{'Beauty': 4079}","derma e Anti-Wrinkle Vitamin A Glycolic Cleanser, 6 Fluid Ounce"
"5985","B003XQD0GE",5,"Derma E","[['Beauty', 'Skin Care', 'Face', 'Toners & Astringents']]",5.79,"{'Beauty': 12242}","derma e Anti-Wrinkle Vitamin A Glycolic Toner , 6-Ounce"
"5986","B003XRZQ42",3.92,"WEN&reg; by Chaz Dean","[['Beauty', 'Hair Care', 'Styling Products', 'Creams, Gels & Lotions']]",10.98,"{'Beauty': 388}","WEN by Chaz Dean Sweet Almond Mint Styling Creme 4 oz"
"5987","B003XS3JC2",4.43,"Goody Ouchless","[['Beauty', 'Hair Care', 'Styling Tools', 'Styling Accessories', 'Barrettes']]",4.99,"{'Beauty': 6962}","Goody Ouchless Flex Small Updo Barrettes, 2 Count"
"5988","B003XUMQ7E",4.43,"Yes To","[['Beauty', 'Skin Care', 'Face', 'Cleansers']]",7.98,"{'Beauty': 3806}","Yes To Carrots Daily Cream Facial Cleanser, 6 Fluid Ounce"
"5989","B003XUMQWO",3,"100% Pure","[['Beauty', 'Bath & Body', 'Scrubs & Body Treatments', 'Body Scrubs']]",28,"{'Beauty': 16615}","100% Pure Body Scrub Coconut -- 16 oz"
"5990","B003XUOLUO",5,"100% Pure","[['Beauty', 'Skin Care', 'Body', 'Moisturizers', 'Creams']]",11.3,"{'Health & Personal Care': 21856}","100% Pure Honey Almond Nourishing Body Cream 8 oz"
"5991","B003XUROEY",4.5,"Neutrogena","[['Beauty', 'Skin Care', 'Face']]",22.4,"{'Beauty': 35856}","Neutrogena Ageless Intensives Anti-wrinkle Deep Wrinkle Filler, 1 Ounce"
"5992","B003XUROHQ",3.5,"Neutrogena","[['Beauty', 'Skin Care', 'Face', 'Sunscreens & Self Tanners', 'Sunscreens']]",9.08,"{'Beauty': 3073}","Neutrogena Oil Free Moisture SPF 35, 2.5  Ounce"
"5993","B003XW1EZM",4.5,"Bass Brushes","[['Beauty', 'Hair Care', 'Styling Tools', 'Brushes']]",12.65,"{'Beauty': 11101}","Large Square Paddle Brush"
"5994","B003XWG880",4.25,"Vanicream","[['Beauty', 'Skin Care', 'Body', 'Moisturizers', 'Lotions']]",13.09,"{'Beauty': 1108}","Vanicream Lite Lotion, Pump, 16 Ounce"
"5995","B003Y04OK0",3.9," ","[['Beauty', 'Skin Care', 'Eyes', 'Creams']]",27,"{'Beauty': 34976}","I*Light Organic Advanced Brightening &amp; Line Smoothing Eye Treatment, 0.15oz"
"5996","B003Y3TX6M",4.25,"Clinique","[['Beauty', 'Skin Care', 'Face', 'Treatments & Masks']]",40,"{'Health & Personal Care': 24417}","Clinique Repairwear Laser Focus Wrinkle &amp; UV Damage Corrector 30ml/1oz - All Skin Types"
"5997","B003Y55NXM",4,"one &#39;n only","[['Beauty', 'Hair Care', 'Shampoos']]",11.59,"{'Beauty': 15287}","One N' Only Argan Oil Moisture Repair Shampoo, 12 Ounce"
"5998","B003Y57G7I",4.11,"one &#39;n only","[['Beauty', 'Hair Care', 'Conditioners']]",9.29,"{'Beauty': 37899}","One N' Only Argan Oil Moisture Repair Conditioner, 12 Ounce"
"5999","B003Y58F14",5,"De La Cruz","[['Beauty', 'Skin Care', 'Face', 'Treatments & Masks']]",7.12,"{'Beauty': 4973}","SULFUR OINTMENT 10 % POWERFUL ACNE MDICATION 2.6 OZ."
"6000","B003Y5CFRO",5,"Cr&egrave;me of Nature","[['Beauty', 'Hair Care', 'Hair & Scalp Treatments']]",6.24,"{'Health & Personal Care': 221368}","Creme of Nature with Argan Oil Intensive Conditioning Treatment"
"6001","B003Y5FHAQ",4,"Cr&egrave;me of Nature","[['Beauty', 'Hair Care', 'Styling Products', 'Creams, Gels & Lotions']]",4.9,"{'Health & Personal Care': 28543}","Creme of Nature with Argan Oil Style &amp; Shine Foaming Mousse"
"6002","B003Y5XDNO",3.33," ","[['Beauty', 'Hair Care', 'Hair Color', 'Chemical Hair Dyes']]",5.49,"{'Beauty': 228168}","Color Brilliance Permanent Creme Hair Color"
"6003","B003Y5XIT8",2.33,"Beyond the Zone","[['Beauty', 'Hair Care', 'Hair Color', 'Chemical Hair Dyes']]",5,"{'Beauty': 153591}","Beyond The Zone Color Jamz Bubble Head Pink"
"6004","B003Y6135S",4.5,"Clairol","[['Beauty', 'Hair Care', 'Hair Color', 'Chemical Hair Dyes']]",6.26,"{'Beauty': 383602}","Clairol Professional Soy4plex Liquicolor Permanent Hair Color, High Lift Golden Blonde"
"6005","B003Y686VC",4,"Toogoo","[['Beauty', 'Tools & Accessories', 'Nail Tools', 'Nail Art Equipment']]",5.92,"{'Beauty': 56609}","100pcs 3D Design Nail Art Fimo Canes Sticks for Manicure Decoration - Up to 5000 small pieces!"
"6006","B003YBP0N4",4.2,"NEOCUTIS","[['Beauty', 'Skin Care', 'Eyes', 'Creams']]",49.99,"{'Beauty': 1964}","Neocutis Lumiere Bio-restorative Eye Cream with PSP, Anti-aging, 0.5 Ounce"
"6007","B003YC4FQ6",4.86,"Pacifica","[['Beauty', 'Fragrance', ""Women's"", 'Eau de Parfum']]",10.68,"{'Beauty': 21359}","Pacifica French Lilac Perfume Roll-On"
"6008","B003YC6GKO",4.8,"Paco Rabanne","[['Beauty', 'Fragrance', ""Women's"", 'Eau de Parfum']]",40.98,"{'Beauty': 26555}","Lady Million by Paco Rabanne, 1 Ounce"
"6009","B003YCAQDC",3.33," ","[['Beauty', 'Makeup', 'Eyes', 'Mascara']]",22,"{'Beauty': 6854}","d.j.v. beautenizer d.j.v. beautenizer Fiberwig LX Pure Black"
"6010","B003YCCLIA",4.25,"Dr. Dennis Gross Skincare","[['Beauty', 'Skin Care', 'Face', 'Treatments & Masks', 'Acids & Peels', 'Alpha Beta']]",74.4,"{'Beauty': 17174}","Dr. Dennis Gross Skincare Extra Strength Alpha Beta Peel, 30 Count JAR"
"6011","B003YCF47U",5,"Garnier","[['Beauty', 'Skin Care', 'Face', 'Creams & Moisturizers', 'Fluids & Lotions', 'Lotions']]",9.95,"{'Beauty': 12411}","Garnier Ultra-Lift Anti-Wrinkle Firming Moisturizer SPF 15, 1.60 Fluid Ounce"
"6012","B003YCH1G2",4,"Garnier","[['Beauty', 'Skin Care', 'Face', 'Creams & Moisturizers', 'Night Creams']]",10.45,"{'Beauty': 10562}","Garnier Ultra-Lift Anti-Wrinkle Firming Night Cream, 1.70 Fluid Ounce"
"6013","B003YD9HWM",2.75,"Idol Lash","[['Beauty', 'Makeup', 'Eyes', 'Mascara']]",30,"{'Beauty': 16082}","Idol Lash Eyelash Enhancer Thicker Longer Lashes Eyelash Growth Serum Product 1 Pkg"
"6014","B003YDOL3M",5,"NYX","[['Beauty', 'Makeup', 'Eyes', 'Eyeliner']]",4.48,"{'Beauty': 26799}","NYX Studio Liquid Liner,SLL102 Extreme Black, 1 Count"
"6015","B003YDZON8",3.83,"Life-Flo","[['Beauty', 'Skin Care', 'Body', 'Moisturizers', 'Oils']]",14.35,"{'Beauty': 4391}","Life-flo Pure Tamanu Oil, 1-Ounce"
"6016","B003YELGF2",3.33,"Organic R/S","[['Beauty', 'Hair Care', 'Hair & Scalp Treatments']]",10.05,"{'Beauty': 24258}","Organic Root Stimulator Hair Mayonnaise Treatment, 16 Ounce"
"6017","B003YEWHH8",5," ","[['Beauty', 'Skin Care', 'Face', 'Treatments & Masks', 'Acids & Peels', 'Glycolic Acid']]",14.29,"{'Beauty': 22360}","INFINITE SKIN SAFE &amp; AGGRESSIVE ANTI-AGING CLEANSER 15% GLYCOLIC ACID (PROFESSIONAL BRAND) 5oz"
"6018","B003YFLI04",5,"Denman","[['Beauty', 'Hair Care', 'Styling Tools', 'Brushes']]",10.89,"{'Health & Personal Care': 8842}","Denman Large 9 Row Styling Brush with Nylon Pins (D4)"
"6019","B003YIMJRW",4,"Silicon","[['Beauty', 'Hair Care', 'Hair & Scalp Treatments']]",0.01,"{'Beauty': 42041}","Silicon Mix Hair Treatment 8oz"
"6020","B003YJ6I78",4.78,"UNITE","[['Beauty', 'Hair Care', 'Conditioners']]",48.85,"{'Health & Personal Care': 4980}","Unite 7Seconds Condition Leave in Detangler,8fl.oz/236ml"
"6021","B003YJ9YBU",4.43,"Jan Marini","[['Beauty', 'Skin Care', 'Face', 'Cleansers']]",16.78,"{'Beauty': 680}","Jan Marini Bioglycolic Facial Cleanser 8 oz"
"6022","B003YJKOI2",3.33,"Clairol","[['Beauty', 'Hair Care', 'Hair Color', 'Chemical Hair Dyes']]",3.31,"{'Beauty': 228893}","Beautiful Collection Semi-Permanent Haircolor 175W Wine Brown"
"6023","B003YM5RA4",5,"Moroccanoil","[['Beauty', 'Skin Care', 'Face']]",35.4,"{'Beauty': 1414}","MOROCCANOIL The Original Oil Treatment 100ml/3.4fl.oz."
"6024","B003YNB752",4.5,"Nubar","[['Beauty', 'Makeup', 'Nails', 'Top & Base Coats']]",5.88,"{'Beauty': 26028}","[Nubar] T309 Diamont Seal &amp; Shine Top Coat"
"6025","B003YNIK4S",4,"Nubar","[['Beauty', 'Makeup', 'Nails', 'Top & Base Coats']]",5.88,"{'Beauty': 109924}","[Nubar] T304 Foundation Base Coat"
"6026","B003YQIHK2",3.33,"Desert Essence","[['Beauty', 'Makeup', 'Face', 'Concealers & Neutralizers']]",5.99,"{'Beauty': 39241}","Desert Essence Blemish Touch Concealer Light .33 oz"
"6027","B003YTMG5Q",3.33,"Unknown","[['Beauty', 'Hair Care', 'Styling Tools', 'Hair Rollers']]",2.59,"{'Beauty': 12238}","Hair Rollers - high-speed changing hair curlers Styling Rollers (16 Hair Rollers)"
"6028","B003YUDRNK",4,"Conair","[['Beauty', 'Tools & Accessories', 'Bags & Cases', 'Tote Bags']]",8.39,"{'Health & Personal Care': 15124}","Travel Smart By Conair RFID Blocking Passport Wallet, Black"
"6029","B003YW5HF4",1," ","[['Beauty', 'Skin Care', 'Sets & Kits']]",NA,"{'Beauty': 225258}","Meaningful Beauty 5 Piece Age Maintenence System (30 Day)"
"6030","B003Z4MCJA",3,"Acure","[['Beauty', 'Skin Care', 'Eyes', 'Creams']]",12.67,"{'Beauty': 18264}","Eye Cream Chlorella Edelweiss Stem Cell Acure Organics 1.0 oz Cream"
"6031","B003Z4OD24",4.73,"Acure Organics","[['Beauty', 'Skin Care', 'Face', 'Exfoliators & Scrubs', 'Scrubs']]",13.49,"{'Beauty': 1221}","Acure Organics Brightening Facial Scrub Sea Kelp+ Chlorella Growth Factor - 4 oz."
"6032","B003Z4QGRE",4,"Acure","[['Beauty', 'Skin Care', 'Face', 'Creams & Moisturizers', 'Night Creams']]",16.85,"{'Beauty': 17579}","Acure Organics Argan stem cell night cream-1 oz"
"6033","B003Z4QHP0",4.38,"Acure","[['Beauty', 'Skin Care', 'Face', 'Creams & Moisturizers']]",14.64,"{'Beauty': 2653}","Acure Day Cream, Gotu Kola Stem Cell +1% Chlorella Growth Factor, 1.75 oz."
"6034","B003Z4SGJA",3.67,"Acure","[['Beauty', 'Skin Care', 'Body', 'Moisturizers', 'Lotions']]",15.96,"{'Beauty': 17030}","Radical Resurfacing Lotion Lemon + 1% Chlorella, 1oz"
"6035","B003Z4SH9E",4.25,"Acure","[['Beauty', 'Skin Care', 'Body', 'Moisturizers', 'Lotions']]",10.15,"{'Beauty': 8449}","Lotion Ultra-Hydrating Cocoa Butter + CoQ10 Tube, 8oz"
"6036","B003Z4UJX6",4.8,"Acure Organics","[['Beauty', 'Skin Care', 'Body', 'Moisturizers', 'Lotions']]",9.98,"{'Beauty': 5058}","Acure Organics Lemongrass + Moroccan Argan Oil Firming Body Lotion - 8 oz."
"6037","B003Z4UKGM",4.57,"Acure","[['Beauty', 'Skin Care', 'Face', 'Cleansers', 'Gels']]",13.45,"{'Health & Personal Care': 5510}","ACURE Facial Cleansing Gel Superfruit + Chlorella, 4oz"
"6038","B003Z6RFP4",4,"REDKEN","[['Beauty', 'Hair Care', 'Hair Color', 'Chemical Hair Dyes']]",11.04,"{'Beauty': 113477}","Redken Color Fusion Advanced Performance Color Cream 12N Neutral"
"6039","B003Z922MC",5," ","[['Beauty', 'Hair Care', 'Shampoos']]",29.5,"{'Beauty': 10711}","Fudge Clean Blonde Violet Toning Shampoo (10.1 oz.)"
"6040","B003ZBL820",4.52,"WEN&reg; by Chaz Dean","[['Beauty', 'Hair Care', 'Hair & Scalp Treatments']]",13.5,"{'Beauty': 214}","WEN by Chaz Dean Sweet Almond Mint Re Moist Intensive Hair Treatment 4 oz"
"6041","B003ZC31BK",4.33,"Rimmel","[['Beauty', 'Makeup', 'Eyes', 'Eyeliner']]",1.12,"{'Beauty': 59760}","Rimmel Professional Eyebrow, Hazel, 0.05 Ounce"
"6042","B003ZG0J5W",4.5,"Korres","[['Beauty', 'Makeup', 'Lips', 'Lip Glosses']]",6.45,"{'Beauty': 90478}","Korres Plum Lip Butter 6g/0.21oz"
"6043","B003ZI01RG",4.33,"Dermablend","[['Beauty', 'Makeup', 'Face', 'Foundation']]",27.45,"{'Beauty': 106224}","Dermablend Smooth Indulgence Foundation SPF 20, Nude Beige, 1 Ounce"
"6044","B003ZJGPPW",2.5,"FE","[['Beauty', 'Hair Care', 'Styling Products', 'Hair Extensions & Wigs', 'Hair Extensions']]",3.4,"{'Toys & Games': 17739}","Dozen Neon Nylon Braided Hair Pieces"
"6045","B003ZK7SNE",5,"Alter Ego Italy","[['Beauty', 'Hair Care', 'Hair & Scalp Treatments']]",28.91,"{'Beauty': 24265}","Alter Ego Maschera Ristrutturante Al Cocco Coconut Conditioning Mask - 33.8 oz / liter"
"6046","B003ZS1O7W",4,"Ardell","[['Beauty', 'Tools & Accessories', 'Makeup Brushes & Tools', 'Eyelash Tools', 'Fake Eyelashes & Adhesives']]",10.95,"{'Beauty': 3690}","Ardell Fashion Lashes Pair - 113 (Pack of 4)"
"6047","B003ZS4WJY",4.56,"Ardell","[['Beauty', 'Tools & Accessories', 'Makeup Brushes & Tools', 'Eyelash Tools', 'Fake Eyelashes & Adhesives']]",9.94,"{'Beauty': 3680}","Ardell Fashion Lashes Pair - 110 Demi Lashes (Pack of 4)"
"6048","B003ZS6OJK",4.8,"Ardell","[['Beauty', 'Tools & Accessories', 'Makeup Brushes & Tools', 'Eyelash Tools', 'Fake Eyelashes & Adhesives']]",7.74,"{'Beauty': 1318}","Ardell Fashion Lashes Strip Lashes 120 Black -(4 Pack)"
"6049","B003ZS6OJU",1,"Ardell","[['Beauty', 'Makeup', 'Eyes', 'Eyebrow Color']]",12.57,"{'Beauty': 27806}","Ardell Brow Defining Powder, Mink Brown, 0.08-Ounce (Pack of 3)"
"6050","B003ZS6ONQ",3.25,"Ardell","[['Beauty', 'Tools & Accessories', 'Makeup Brushes & Tools', 'Eyelash Tools', 'Fake Eyelashes & Adhesives']]",9.85,"{'Beauty': 5956}","Ardell Fashion Lashes Pair - 118 (Pack of 4)"
"6051","B003ZS8MMW",4.2,"Ardell","[['Beauty', 'Tools & Accessories', 'Makeup Brushes & Tools', 'Eyelash Tools', 'Fake Eyelashes & Adhesives']]",10.5,"{'Beauty': 22698}","Ardell Fashion Lashes Pair - 102 Demi, Black (Pack of 4)"
"6052","B003ZS8MNG",5,"Ardell","[['Beauty', 'Tools & Accessories', 'Makeup Brushes & Tools', 'Eyelash Tools', 'Fake Eyelashes & Adhesives']]",10.3,"{'Beauty': 5288}","Ardell Fashion Lashes Pair - 105 (Pack of 4)"
"6053","B003ZS928U",5,"Duo","[['Beauty', 'Tools & Accessories', 'Makeup Brushes & Tools', 'Eyelash Tools', 'Fake Eyelashes & Adhesives']]",9,"{'Beauty': 4249}","Duo Lash Adhesive - Clear, 0.25-Ounce (Pack of 2)"
"6054","B003ZTVDBS",4.85,"Q-Tips","[['Beauty', 'Tools & Accessories', 'Cotton & Swabs', 'Cotton Swabs']]",15.36,"{'Health & Personal Care': 646}","Qtips Cotton Swab, 1875Count"
"6055","B003ZUOCN8",4.91,"Harmony","[['Beauty', 'Makeup', 'Nails', 'Nail Polish']]",12,"{'Beauty': 12143}","Harmony Gelish UV Soak Off Gel Polish Caution"
"6056","B003ZUTWVU",5,"Harmony","[['Beauty', 'Makeup', 'Nails', 'Nail Polish']]",11.75,"{'Health & Personal Care': 121691}","Harmony Gelish Uv Soak Off Gel Polish ~Ambience~ 01326"
"6057","B003ZUZCDC",5,"Gelish","[['Beauty', 'Makeup', 'Nails', 'Nail Polish']]",11.99,"{'Beauty': 12386}","Harmony Gelish UV Soak Off Gel Polish Rose Garden"
"6058","B003ZUZDD6",4.43,"Gelish","[['Beauty', 'Makeup', 'Nails', 'Nail Polish']]",11.94,"{'Beauty': 37409}","Harmony Gelish UV Soak Off Gel Polish Sea Foam"
"6059","B003ZVV8WK",4.67,"Clinique","[['Beauty', 'Makeup', 'Lips', 'Lipstick']]",10.99,"{'Beauty': 49171}","Clinique .14 oz / 4g In A Green Casing Long Last Sugared Maple Lipstick"
"6060","B003ZVYQRY",3.65,"Old Glory","[['Beauty', 'Fragrance', ""Women's"", 'Essential Oils']]",5.75,"{'Beauty': 1992}","Auric Blends - Egyptian Goddess Body Oil"
"6061","B003ZW2M5Q",4.67,"OPI","[['Beauty', 'Makeup', 'Nails', 'Nail Polish']]",8.45,"{'Beauty': 39291}","OPI DS038 DS Radiance Nail Polish, 0.5 Fluid Ounce"
